EMP_NAME,EMP_AGE,MARITAL STATUS,EMP ID,COMPANY,COMPANY LOCATION,SPECIALIZATION,DESIGNATION_ID,PHONE NO,BANK BRANCH,EXPERIENCE,EDUCATION,VOTER_ID,PAN CARD,HOUSING,Loan,LOAN TYPE_ID,REWARD POINTS ,SAVINGS ACCOUNT NO.,CD ACC NO,FD ACC NO,OD ACC NO,CURRENT ACC NO,BALANCE,CREDIT CARD NO,DEBIT CARD NO,INTERNET BANKING,AVG BALANCE YEAR1,AVG BALANCE YEAR 2,AVG BALANCE YEAR 3,ADDRESS OF EMPLOYEES,ACCOUNT OPENING DATE,,
Ikshitha Chaudhary,24,divorced,25219,IGATE,Chennai,Wireless ,1005,9123460229,Pune,1,BE/BTech,QSZ126589,CSKMN3030J,yes,yes,202,528,10025000001154,1112510000952,NULL,NULL,NULL,"5,477",5308 2385 1258 1223,2387 9438 8752 1005,yes,75376,311419,453943,"H.No:73/C,standard mill compound,Wadala(W)",13-11-2011,,
Jaina Gawade,23,single,25220,IGATE,Chennai,Redtakon,1005,9123460233,Pune,1,BE/BTech,PLI9632596,CSKMN3031J,yes,no,208,9528,10025000001155,1112510000953,NULL,NULL,NULL,"10,132",5309 2385 1258 1223,2388 9438 8752 1005,yes,41663,208862,391028,"H.No:83/Q,dargah road,mahalakshmi",02-11-2012,,
Jamini Swar,24,married,25221,IGATE,Gandhi Nagar,Wireless ,1005,9123460237,Pune,2,BE/BTech,APL784524,GHAND5082P,yes,no,208,8528,10025000001156,1112510000954,NULL,NULL,1111010001115,"49,746",5310 2385 1258 1223,2389 9438 8752 1005,yes,77469,126507,141183,"H.No:18/E,durdarshan road,Worli",13-11-2011,,
Kalpak Kadam,29,married,25222,IGATE,Gandhi Nagar,Informatica,1007,9123460241,Pune,6,BE/BTech,PLI9632597,GHAND5078B,yes,no,208,8528,10025000001157,1112510000955,NULL,NULL,1111010001116,"60,548",4617 2395 1258 1322,2390 9438 8752 1005,yes,168117,298283,180104,"H.No:37/D,standard mill compound,Wadala(W)",29-06-2010,,
Kalpesh Singh,27,married,25223,IGATE,Gandhi Nagar,JDK,1007,9123460245,Noida,5,BE/BTech,EFU589643,GHAND5072C,yes,no,208,8517,10025000001158,1112510000956,NULL,NULL,NULL,8000,5311 2385 1258 1223,2391 9438 8752 1005,yes,193798,47002,32580,"H.No:37/R,dargah road,mahalakshmi",29-06-2010,,
Kaavya Patil,31,married,25224,IGATE,Gandhi Nagar,BOXI,1007,9123460249,Noida,8,BE/BTech,IJP8252381,GHAND5085D,no,no,208,2539,10025000001159,1112510000957,NULL,NULL,NULL,"74,999",5312 2385 1258 1223,2392 9438 8752 1005,yes,90323,227438,317905,"H.No:18/F,durdarshan road,Worli",29-06-2010,,
Kajal Sharma,40,single,25225,IGATE,Gandhi Nagar,D2K,1007,9123460253,Noida,14,BE/BTech,QSR985424,GHAND5454V,yes,no,208,4153,10025000001160,1112510000958,NULL,1111250000408,NULL,717,5313 2385 1258 1223,2393 9438 8752 1005,yes,137657,357918,384547,"H.No:55/E,derashar lane,ghatkopar",29-06-2010,,
Atish Koshti,31,married,25226,IGATE,Gandhi Nagar,JDK,1007,9123460257,Noida,6,BE/BTech,AMN45135,GHAND5075B,yes,no,208,7418,10025000001161,1112510000959,NULL,NULL,NULL,"2,421",5314 2385 1258 1223,2394 9438 8752 1005,yes,24851,261607,394458,"H.No:48/E,Aarey road,Sion(W)",29-06-2010,,
Atit Shah,30,married,25227,IGATE,Gandhi Nagar,BOXI,1007,9123460261,Noida,5,BE/BTech,QSZ126590,GHAND5045N,yes,no,208,5263,10025000001162,1112510000960,NULL,NULL,NULL,218,4618 2395 1258 1322,2395 9438 8752 1005,yes,129190,198714,422884,"H.No:17/D,L T road,Wadala(E)",29-06-2010,,
Aditya Kulkarni,33,single,25228,IGATE,Navi Mumbai,D2K,1007,9123460265,Noida,9,BE/BTech,PLI9632597,NAPOI8000P,yes,no,208,7415,10025000001163,1112510000961,NULL,NULL,1111010001117,"1,84,850",5315 2385 1258 1223,2396 9438 8752 1005,yes,28157,51733,199926,"H.No:138/L,Queens road,Chinchpokli",29-06-2010,,
Aysha Patel,35,single,25229,IGATE,Navi Mumbai,Informatica,1007,9123460269,Noida,10,BE/BTech,APL784525,NAPOI8001Q,yes,yes,201,4152,10025000001164,1112510000962,NULL,NULL,NULL,"39,904",5316 2385 1258 1223,2397 9438 8752 1005,yes,55717,206056,207476,"H.No:37/F,M G road,Byculla(W)",29-06-2010,,
Diya Mirza,28,married,25230,IGATE,Navi Mumbai,Informatica,1007,9123460273,Noida,5,BE/BTech,PLI9632598,NAPOI8002W,yes,no,208,4856,10025000001165,1112510000963,NULL,NULL,NULL,"69,044",5317 2385 1258 1223,2398 9438 8752 1005,yes,149417,338606,236829,"H.No:18/Y,Dharavi road,Sion(W)",30-06-2010,,
Dinesh Patil,28,single,25231,IGATE,Navi Mumbai,JDK,1007,9123460277,Noida,5,BE/BTech,EFU589644,NAPOI8003E,yes,no,208,4185,10025000001166,1112510000964,NULL,1111250000409,NULL,"7,242",5318 2385 1258 1223,2399 9438 8752 1005,yes,37486,327962,474883,"H.No:17/F,Lifestyle Road,Parel(W)",01-07-2010,,
Darshan Karnawat,28,single,25232,IGATE,Navi Mumbai,BOXI,1007,9123460281,Noida,5,BE/BTech,IJP8252382,NAPOI8004R,yes,no,208,74,10025000001167,NULL,NULL,1111250000410,NULL,"27,627",4619 2395 1258 1322,2400 9438 8752 1005,yes,143083,108037,162443,"H.No:173/K,Queens road,Chinchpokli",02-07-2010,,
Gopal Sawant,39,divorced,25233,IGATE,Navi Mumbai,D2K,1007,9123460285,Noida,13,BE/BTech,QSR985425,NAPOI8005T,yes,no,208,7426,10025000001168,NULL,NULL,1111250000411,NULL,"30,690",5319 2385 1258 1223,2401 9438 8752 1005,yes,10306,202787,40726,"H.No:34/E,standard mill compound,Wadala(W)",03-07-2010,,
Himani Chalke,29,married,25234,IGATE,Navi Mumbai,Informatica,1007,9123460289,Noida,5,BE/BTech,AMN45136,NAPOI8006Y,yes,no,208,8546,10025000001169,NULL,NULL,1111250000412,NULL,"9,562",5320 2385 1258 1223,2402 9438 8752 1005,yes,142382,321293,491616,"H.No:37/S,dargah road,mahalakshmi",04-07-2010,,
Krutika Kapoor,29,single,25235,IGATE,Navi Mumbai,JDK,1007,9123460293,Noida,5,BE/BTech,QSZ126591,NAPOI8007U,yes,no,208,7482,10025000001170,NULL,NULL,1111250000413,NULL,781,5321 2385 1258 1223,2403 9438 8752 1005,yes,158882,162502,485861,"H.No:14/G,durdarshan road,Worli",05-07-2010,,
Meena Patil,29,married,25236,IGATE,Navi Mumbai,BOXI,1007,9123460297,Noida,5,BE/BTech,PLI9632598,NAPOI8008I,yes,no,208,8639,10025000001171,NULL,NULL,1111250000414,NULL,"48,251",5322 2385 1258 1223,2404 9438 8752 1005,yes,72910,92789,482409,"H.No:37/F,standard mill compound,Wadala(W)",06-07-2010,,
Nilam Sawant,41,married,25401,IGATE,Navi Mumbai,D2K,1007,9123460301,Noida,15,BE/BTech,APL784526,NAPOI8009O,yes,no,208,852,10025000001172,NULL,NULL,1111250000415,NULL,"1,899",4620 2395 1258 1322,2405 9438 8752 1005,yes,128198,333771,300310,"H.No:34/T,dargah road,mahalakshmi",07-07-2010,,
Naresh Parab,33,single,25402,IGATE,Navi Mumbai,Informatica,1007,9123460305,Noida,8,BE/BTech,PLI9632599,NAPOI8010P,yes,no,208,8586,10025000001173,NULL,NULL,1111250000416,1111010001118,"1,401",5323 2385 1258 1223,2406 9438 8752 1005,yes,188759,378698,205854,"H.No:17/H,durdarshan road,Worli",08-07-2010,,
Puja Sawant,35,married,25403,IGATE,Navi Mumbai,JDK,1007,9123460309,Noida,12,BE/BTech,EFU589645,NAPOI8011A,no,no,208,4259,10025000001174,NULL,NULL,1111250000417,1111010001119,"2,043",5324 2385 1258 1223,2407 9438 8752 1005,yes,31317,275769,598663,"H.No:57/F,derashar lane,ghatkopar",21-01-2007,,
Pooja Shetty,38,married,25404,IGATE,Navi Mumbai,BOXI,1007,9123460313,Delhi,14,BE/BTech,IJP8252383,NAPOI8012S,yes,no,208,8452,10025000001175,NULL,NULL,1111250000418,NULL,"42,453",5325 2385 1258 1223,2408 9438 8752 1005,yes,91782,71628,301347,"H.No:17/I,durdarshan road,Worli",22-01-2007,,
Ruchi Saxsena,34,married,25405,IGATE,Navi Mumbai,D2K,1007,9123460317,Delhi,11,BE/BTech,QSR985426,NAPOI8013D,yes,no,208,285,10025000001176,NULL,NULL,NULL,NULL,456,5326 2385 1258 1223,2409 9438 8752 1005,yes,50173,106019,480161,"H.No:34/G,standard mill compound,Wadala(W)",23-01-2007,,
Rupam Hande,30,married,25406,IGATE,Navi Mumbai,JDK,1007,9123460321,Delhi,7,BE/BTech,APL784524,NAPOI8014F,yes,yes,201,8283,10025000001177,NULL,NULL,NULL,NULL,"4,28,878",4621 2395 1258 1322,2410 9438 8752 1005,yes,176557,126184,46535,"H.No:37/U,dargah road,mahalakshmi",24-01-2007,,
Saurabh Pathak,30,married,25407,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460325,Delhi,6,BE/BTech,PLI9632597,NAPOI8015G,yes,no,208,2148,10025000001178,NULL,1114020001084,NULL,NULL,7200,5327 2385 1258 1223,2411 9438 8752 1005,yes,2476,381070,145499,"H.No:174/J,durdarshan road,Worli",25-01-2007,,
Swati Pathak,24,single,25408,IGATE,Navi Mumbai,Bluetooth,1005,9123460329,Delhi,1,BE/BTech,EFU589643,NAPOI8016H,yes,no,208,53,10025000001179,NULL,1114020001085,NULL,NULL,9000,5328 2385 1258 1223,2412 9438 8752 1005,yes,39981,339064,506538,"H.No:37/H,standard mill compound,Wadala(W)",13-11-2011,,
Shruti Hasan,23,married,25409,IGATE,Navi Mumbai,Wireless ,1005,9123460333,Delhi,1,BE/BTech,IJP8252381,NAPOI8017J,yes,no,208,852,10025000001180,NULL,NULL,NULL,NULL,50000,5329 2385 1258 1223,2413 9438 8752 1005,yes,163197,91539,154658,"H.No:37/A,dargah road,mahalakshmi",02-11-2012,,
Sejal Korgaonkar,24,divorced,25410,IGATE,Navi Mumbai,Redtakon,1005,9123460337,Delhi,1,BE/BTech,QSR985424,NAPOI8018K,yes,no,208,8528,10025000001181,NULL,NULL,NULL,NULL,1200,5330 2385 1258 1223,2414 9438 8752 1005,yes,48871,274058,237066,"H.No:58/G,derashar lane,ghatkopar",13-11-2011,,
Siya Khan,23,married,25411,IGATE,Navi Mumbai,Socket Designer,1005,9123460341,Delhi,1,BE/BTech,AMN45135,NAPOI8019L,yes,no,208,5252,10025000001182,NULL,NULL,NULL,NULL,12000,4622 2395 1258 1322,2415 9438 8752 1005,yes,27594,141232,245311,"H.No:44/F,Aarey road,Sion(W)",02-11-2012,,
Sumit Chhajad,24,divorced,25412,IGATE,Navi Mumbai,TCP,1005,9123460345,Delhi,2,BE/BTech,QSZ126590,NAPOI8020Q,yes,yes,204,858,10025000001183,NULL,NULL,NULL,NULL,80000,5331 2385 1258 1223,2416 9438 8752 1005,yes,67364,97026,58113,"H.No:14/E,L T road,Wadala(E)",13-11-2011,,
Sujal Parab,24,married,25413,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460349,Delhi,2,BE/BTech,PLI9632597,NAPOI8021W,yes,no,208,39,10025000001184,NULL,NULL,NULL,NULL,200000,5332 2385 1258 1223,2417 9438 8752 1005,yes,32041,113489,46420,"H.No:153/J,Queens road,Chinchpokli",13-11-2011,,
Soham Sawant,25,married,25414,IGATE,Navi Mumbai,Bluetooth,1005,9123460353,Delhi,2,BE/BTech,APL784525,NAPOI8022E,yes,no,208,852,10025000001185,NULL,NULL,NULL,NULL,"1,796",5333 2385 1258 1223,2418 9438 8752 1005,yes,126855,241673,530343,"H.No:35/I,standard mill compound,Wadala(W)",25-09-2012,,
Tanvi Autade,26,married,25415,IGATE,Navi Mumbai,Wireless ,1005,9123460357,Delhi,3,BE/BTech,PLI9632598,NAPOI8023R,yes,no,208,856,10025000001186,1112510000965,NULL,NULL,NULL,"5,648",5334 2385 1258 1223,2419 9438 8752 1005,yes,34415,200336,275365,"H.No:84/A,dargah road,mahalakshmi",25-09-2012,,
Tina Bagal,28,married,25416,IGATE,Navi Mumbai,Redtakon,1005,9123460361,Delhi,5,BE/BTech,EFU589644,NAPOI8024T,yes,yes,208,963,10025000001187,1112510000966,1114020001086,NULL,NULL,"21,394",4623 2395 1258 1322,2420 9438 8752 1005,yes,6872,30499,241425,"H.No:11/K,durdarshan road,Worli",25-09-2012,,
Trisha Patel,28,married,25417,IGATE,Navi Mumbai,Socket Designer,1005,9123460365,Delhi,6,BE/BTech,IJP8252382,NAPOI8025Y,yes,no,208,8528,10025000001188,1112510000967,NULL,NULL,NULL,"3,827",5335 2385 1258 1223,2421 9438 8752 1005,yes,117550,264534,444548,"H.No:32/J,standard mill compound,Wadala(W)",25-09-2012,,
Vishal Patil,27,married,25418,IGATE,Navi Mumbai,TCP,1005,9123460369,Delhi,4,BE/BTech,QSR985425,NAPOI8026U,yes,no,208,962,10025000001189,1112510000968,NULL,NULL,NULL,"16,414",5336 2385 1258 1223,2422 9438 8752 1005,yes,175355,264261,144963,"H.No:81/B,dargah road,mahalakshmi",09-05-2012,,
Vina Sharma,24,divorced,25419,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460373,Delhi,1,BE/BTech,AMN45136,NAPOI8027I,yes,no,208,9285,10025000001190,1112510000969,NULL,NULL,NULL,"2,43,985",5337 2385 1258 1223,2423 9438 8752 1005,yes,199829,333236,215662,"H.No:11/L,durdarshan road,Worli",13-11-2011,,
Vinayak Patil,23,divorced,25420,IGATE,Navi Mumbai,Bluetooth,1005,9123460377,Delhi,1,BE/BTech,QSZ126591,NAPOI8028X,yes,no,208,9632,10025000001191,1112510000970,NULL,NULL,NULL,"74,999",5338 2385 1258 1223,2424 9438 8752 1005,yes,191041,49936,229511,"H.No:51/H,derashar lane,ghatkopar",02-11-2012,,
Vishnu Naik,25,divorced,25421,IGATE,Navi Mumbai,Wireless ,1005,9123460381,Delhi,2,BE/BTech,PLI9632598,NAPOI8029C,yes,no,208,6528,10025000001192,1112510000971,1114020001087,NULL,NULL,717,4624 2395 1258 1322,2425 9438 8752 1005,yes,98493,7664,482644,"H.No:12/M,durdarshan road,Worli",09-05-2012,,
Abhirup Kulkarni,28,married,25422,IGATE,Navi Mumbai,Redtakon,1005,9123460385,Delhi,5,BE/BTech,APL784526,NAPOI8030B,yes,no,208,524,10025000001193,1112510000972,1114020001088,NULL,NULL,"2,421",5339 2385 1258 1223,2426 9438 8752 1005,yes,94423,377719,246478,"H.No:35/K,standard mill compound,Wadala(W)",09-06-2012,,
Abhisar Desai,29,divorced,25423,IGATE,Navi Mumbai,Socket Designer,1005,9123460389,Delhi,6,BE/BTech,PLI9632599,NAPOI8031H,yes,no,208,6285,10025000001194,1112510000973,1114020001089,NULL,NULL,218,5340 2385 1258 1223,2427 9438 8752 1005,yes,45680,304156,234534,"H.No:15/O,gymkhana marg,Currey road",09-07-2012,,
Abhisha Gupta,27,married,25424,IGATE,Navi Mumbai,TCP,1005,9123460393,Delhi,4,BE/BTech,EFU589645,NAPOI8032J,yes,yes,201,852,10025000001195,1112510000974,1114020001090,NULL,NULL,"1,84,850",5341 2385 1258 1223,2428 9438 8752 1005,yes,176080,280975,154013,"H.No:157/E,ganseh lane,lalbaug",09-08-2012,,
Abhishek Yadav,25,single,25425,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460397,Delhi,2,BE/BTech,IJP8252383,NAPOI8033K,yes,no,208,957,10025000001196,1112510000975,1114020001091,NULL,NULL,"39,904",5342 2385 1258 1223,2429 9438 8752 1005,yes,24375,270292,587762,"H.No:72/D,furniture wala road,Worli",09-09-2012,,
Ananya Sawant,24,married,25426,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460401,Delhi,1,BE/BTech,QSR985426,NAPOI8034Q,yes,no,208,9528,10025000001197,1112510000976,1114020001092,NULL,NULL,"69,044",4625 2395 1258 1322,2430 9438 8752 1005,yes,168106,336593,340256,"H.No:52/G,savla street,matunga(W)",13-11-2011,,
Anamika Sehgal,26,married,25427,IGATE,Navi Mumbai,Bluetooth,1005,9123460405,Delhi,3,BE/BTech,AMN45137,NAPOI8035W,yes,yes,202,8514,10025000001198,1112510000977,1114020001093,NULL,NULL,"7,242",5343 2385 1258 1223,2431 9438 8752 1005,yes,31801,64652,449960,"H.No:55/Q,savla street,matunga(W)",26-09-2009,,
Bhakti Jaju,23,divorced,25428,IGATE,Navi Mumbai,Wireless ,1005,9123460409,Delhi,1,BE/BTech,QSZ126592,NAPOI8036E,yes,no,208,952,10025000001199,1112510000978,NULL,NULL,NULL,"27,627",5344 2385 1258 1223,2432 9438 8752 1005,yes,114696,335570,156488,"H.No:14/A,Mall road,vidya vihar(E)",02-11-2012,,
Bhalendra Bulani,24,married,25429,IGATE,Navi Mumbai,Redtakon,1005,9123460413,Delhi,2,BE/BTech,PLI9632599,NAPOI8037R,no,no,208,95,10025000001200,1112510000979,NULL,NULL,NULL,"30,690",5345 2385 1258 1223,2433 9438 8752 1005,yes,153398,54882,387205,"H.No:71/J,nakshatra road,Dadar(E)",13-11-2011,,
Chaitrali Parab,29,single,25430,IGATE,Navi Mumbai,Socket Designer,1005,9123460417,Delhi,6,BE/BTech,APL784527,NAPOI8038T,yes,no,208,957,10025000001201,1112510000980,NULL,NULL,NULL,"9,562",5346 2385 1258 1223,2434 9438 8752 1005,yes,97730,330293,222768,"H.No:28/C,Rani baug,Byculla(E)",29-07-2012,,
Chintu Shaikh,23,single,25431,IGATE,Navi Mumbai,TCP,1005,9123460421,Delhi,1,BE/BTech,PLI9632600,NAPOI8039Y,yes,no,208,924,10025000001202,1112510000981,NULL,NULL,NULL,781,4626 2395 1258 1322,2435 9438 8752 1005,yes,60230,53779,468580,"H.No:27/P,ferry wharf,mazgaon",02-11-2012,,
Dipti Gawade,25,single,25432,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460425,Delhi,2,BE/BTech,EFU589646,NAPOI8040Q,yes,no,208,9425,10025000001203,1112510000982,NULL,NULL,NULL,"48,251",5347 2385 1258 1223,2436 9438 8752 1005,yes,29589,121336,134542,"H.No:18/H,Porteguse church,Dadar(W)",09-05-2007,,
Dimple Mehta,24,married,25441,IGATE,Navi Mumbai,Bluetooth,1005,9123460429,Delhi,1,BE/BTech,IJP8252384,NAPOI8041W,yes,yes,211,8529,10025000001204,1112510000983,NULL,NULL,NULL,"1,899",5348 2385 1258 1223,2437 9438 8752 1005,yes,195258,37534,573634,"H.No:37/L,standard mill compound,Wadala(W)",13-11-2011,,
Durgesh Nabar,26,married,25442,IGATE,Navi Mumbai,Wireless ,1005,9123460433,Delhi,3,BE/BTech,QSR985427,NAPOI8042A,yes,no,208,7418,10025000001205,1112510000984,NULL,NULL,NULL,"1,401",5349 2385 1258 1223,2438 9438 8752 1005,yes,42461,313485,268529,"H.No:87/C,dargah road,mahalakshmi",15-12-2010,,
Gadhadhar Shastri,24,single,25443,IGATE,Navi Mumbai,Redtakon,1005,9123460437,Delhi,1,BE/BTech,APL784525,NAPOI8043S,no,no,208,855,10025000001206,1112510000985,NULL,NULL,NULL,"2,043",5350 2385 1258 1223,2439 9438 8752 1005,yes,136856,146071,110684,"H.No:18/I,Shinde wadi,Dadar(E)",13-11-2011,,
Gitali Parab,24,married,25444,IGATE,Navi Mumbai,Socket Designer,1005,9123460441,Delhi,1,BE/BTech,PLI9632598,NAPOI8044D,yes,no,208,8547,10025000001207,1112510000986,NULL,NULL,NULL,"42,453",4627 2395 1258 1322,2440 9438 8752 1005,yes,5766,120551,543378,"H.No:17/J,Tata Hospital Road,Parel(E)",13-11-2011,,
Gafur Khan,23,married,25445,IGATE,Navi Mumbai,TCP,1005,9123460445,Delhi,1,BE/BTech,EFU589644,NAPOI8045F,yes,no,208,9574,10025000001208,1112510000987,NULL,NULL,NULL,456,5351 2385 1258 1223,2441 9438 8752 1005,yes,18127,212596,57940,"H.No:17/E,Caters Road,Prabhadevi",02-11-2012,,
Gagan Narang,23,married,25446,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460449,Delhi,1,BE/BTech,IJP8252382,NAPOI8046G,yes,no,208,947,10025000001209,1112510000988,NULL,NULL,NULL,"4,28,878",5352 2385 1258 1223,2442 9438 8752 1005,yes,119401,41599,539887,"H.No:18/X,Dharavi road,Sion(W)",02-11-2012,,
Gagandeep Singh,23,married,25447,IGATE,Navi Mumbai,Bluetooth,1005,9123460453,Delhi,1,BE/BTech,QSR985425,NAPOI8047Z,yes,no,208,9584,10025000001210,1112510000989,NULL,NULL,NULL,"12,784",5353 2385 1258 1223,2443 9438 8752 1005,yes,81232,365191,135510,"H.No:72/P,Chandvarkar road,Matunga(W)",02-11-2012,,
Ganga Patil,23,single,25448,IGATE,Navi Mumbai,Wireless ,1005,9123460457,Delhi,1,BE/BTech,APL784516,NAPOI8048X,yes,no,208,958,10025000001211,1112510000990,NULL,NULL,NULL,"21,715",5354 2385 1258 1223,2444 9438 8752 1005,yes,119148,206235,74510,"H.No:17/E,Napoo Road,Lalbaug",02-11-2012,,
Govind Kothari,23,divorced,25449,IGATE,Navi Mumbai,Redtakon,1005,9123460461,Delhi,1,BE/BTech,PLI9632589,NAPOI8049C,yes,no,208,9285,10025000001212,1112510000991,NULL,NULL,NULL,490,4628 2395 1258 1322,2445 9438 8752 1005,yes,177595,305213,464526,"H.No:47/A,Bhulabhai desai road,wadala(E)",02-11-2012,,
Gunjan Sawant,23,single,25450,IGATE,Navi Mumbai,Socket Designer,1005,9123460465,Delhi,0.5,BE/BTech,EFU589635,NAPOI8050V,yes,no,208,9528,10025000001213,1112510000992,NULL,NULL,NULL,"26,606",5355 2385 1258 1223,2446 9438 8752 1005,yes,164861,127522,97338,"H.No:88/D,dargah road,mahalakshmi",02-11-2012,,
Gajendra Kate,23,single,25451,IGATE,Navi Mumbai,TCP,1005,9123460469,Delhi,0.5,BE/BTech,IJP8252373,NAPOI8051B,yes,yes,211,285,10025000001214,1112510000993,NULL,NULL,NULL,"2,671",5356 2385 1258 1223,2447 9438 8752 1005,yes,154983,214206,95064,"H.No:55/C,Moti shah lane,Dadar(W)i",02-11-2012,,
Heena Patel,23,single,25452,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460473,Delhi,0.5,BE/BTech,QSR985416,NAPOI8052N,yes,yes,207,413,10025000001215,1112510000994,NULL,NULL,NULL,"32,300",5357 2385 1258 1223,2448 9438 8752 1005,yes,157440,33741,122324,"H.No:42/A,jame jamshed road,dadar(E)",02-11-2012,,
Imran Khan,23,married,25453,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460477,Delhi,0.5,BE/BTech,AMN45127,NAPOI8053Q,yes,no,208,5918,10025000001216,1112510000995,NULL,NULL,NULL,"11,752",5358 2385 1258 1223,2449 9438 8752 1005,yes,113258,45824,258597,"H.No:15/D,Worlikar marg,Worli",02-11-2012,,
Jayant Patil,23,single,25454,IGATE,Navi Mumbai,Bluetooth,1005,9123460481,Delhi,0.5,BE/BTech,QSZ126582,NAPOI8054W,yes,no,208,8524,10025000001217,1112510000996,NULL,NULL,NULL,"1,796",4629 2395 1258 1322,2450 9438 8752 1005,yes,53083,185677,556584,"H.No:24/P,Amarsons garden,Prabhadevi",02-11-2012,,
JayKumar Kate,24,single,25455,IGATE,Navi Mumbai,Wireless ,1005,9123460485,Delhi,0.5,BE/BTech,PLI9632589,NAPOI8055E,yes,yes,207,8512,10025000001218,1112510000997,NULL,NULL,NULL,"5,648",5359 2385 1258 1223,2451 9438 8752 1005,yes,68659,367106,177912,"H.No:75/P,shivari road,Parel(E)",13-11-2011,,
Kamini Gupta,24,single,25456,IGATE,Navi Mumbai,Redtakon,1005,9123460489,Delhi,1,BE/BTech,APL784517,NAPOI8056R,yes,no,208,852,10025000001219,1112510000998,NULL,NULL,NULL,"21,394",5360 2385 1258 1223,2452 9438 8752 1005,yes,39868,274868,203824,"H.No:35/L,cloves lane,masjid bunder(W)",13-11-2011,,
Kundan Bhaire,24,single,25457,IGATE,Navi Mumbai,Socket Designer,1005,9123460493,Delhi,1,BE/BTech,PLI9632590,NAPOI8057L,yes,no,208,852,10025000001220,1112510000999,NULL,NULL,NULL,"3,827",5361 2385 1258 1223,2453 9438 8752 1005,yes,195301,229392,440183,"H.No:31/G,Lifestyle Road,Parel(W)",13-11-2011,,
Kanchan Raje,27,single,25458,IGATE,Navi Mumbai,TCP,1005,9123460497,Delhi,3,BE/BTech,EFU589636,NAPOI8058O,yes,no,208,825,10025000001221,1112510001000,NULL,NULL,NULL,"16,414",5362 2385 1258 1223,2454 9438 8752 1005,yes,163034,198393,109889,"H.No:213/I,Queens road,Chinchpokli",12-02-2009,,
Latika Kulkarni,24,single,25459,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460501,Delhi,1,BE/BTech,IJP8252374,NAPOI8059P,yes,no,208,9623,10025000001222,1112510001001,NULL,NULL,NULL,"2,43,985",4630 2395 1258 1322,2455 9438 8752 1005,yes,149812,52329,68972,"H.No:32/G,M G road,Byculla(W)",13-11-2011,,
Mohini Joshi,23,single,25460,IGATE,Navi Mumbai,Bluetooth,1005,9123460505,Delhi,1,BE/BTech,QSR985417,NAPOI8060A,yes,no,208,8512,10025000001223,1112510001002,NULL,NULL,NULL,"6,201",5363 2385 1258 1223,2456 9438 8752 1005,yes,196094,112638,118590,"H.No:45/H,sion hospital lane,sion(E)",02-11-2012,,
Mohit Patel,23,married,25461,IGATE,Navi Mumbai,Wireless ,1005,9123460509,Delhi,1,BE/BTech,AMN45128,NAPOI8061Q,yes,no,208,528,10025000001224,1112510001003,NULL,NULL,NULL,"2,656",5364 2385 1258 1223,2457 9438 8752 1005,yes,13346,315851,34299,"H.No:51/B,Dumping Road,worli",02-11-2012,,
Mitali Remulkar,23,married,25462,IGATE,Navi Mumbai,Redtakon,1005,9123460513,Delhi,1,BE/BTech,QSZ126583,NAPOI8062D,yes,no,208,9628,10025000001225,1112510001004,NULL,NULL,NULL,"2,668",5365 2385 1258 1223,2458 9438 8752 1005,yes,34892,119468,61763,"H.No:11/A,Mill raod,kurla(E)",02-11-2012,,
Pankaj Sharma,23,single,25463,IGATE,Navi Mumbai,Socket Designer,1005,9123460517,Delhi,1,BE/BTech,PLI9632590,NAPOI8063D,yes,no,208,852,10025000001226,1112510001005,NULL,NULL,NULL,"20,82,161",5366 2385 1258 1223,2459 9438 8752 1005,yes,175046,275422,227028,"H.No:11/E,chunabhati road,Kurla(W)",02-11-2012,,
Priya Kamble,23,married,25464,IGATE,Navi Mumbai,TCP,1005,9123460521,Delhi,1,BE/BTech,APL784518,NAPOI8064A,yes,yes,211,589,10025000001227,1112510001006,NULL,NULL,NULL,"9,63,497",4631 2395 1258 1322,2460 9438 8752 1005,yes,27234,19275,37286,"H.No:11/I,Classic road,Mazgaon",02-11-2012,,
Raju Awade,23,divorced,25465,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460525,Delhi,1,BE/BTech,PLI9632591,NAPOI8065W,yes,no,208,5829,10025000001228,1112510001007,NULL,NULL,NULL,"7,61,579",5367 2385 1258 1223,2461 9438 8752 1005,yes,3460,46702,390905,"H.No:12/A,Jain society,Sion(E)",02-11-2012,,
Aadil Joshi,23,married,25466,IGATE,Navi Mumbai,Bluetooth,1005,9123460529,Delhi,1,BE/BTech,EFU589637,NAPOI8066Q,yes,no,208,5218,10025000001229,1112510001008,NULL,NULL,NULL,"7,431",5368 2385 1258 1223,2462 9438 8752 1005,yes,170107,314634,22582,"H.No:12/E,catering college lane,Sandhurst road(E)",02-11-2012,,
